"Name","State","Notes","User","Tags","Created","Runtime","Sweep","input_shape","learning_rate","neurons_FC1","neurons_FC2","num_classes","optimizer","epoch","global_step","test_acc","test_loss","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","trainer/global_step","val_acc","val_loss"
"rich-sweep-3","crashed","-","acuadrosrivas","","2023-10-17T20:58:52.000Z","0","pjtxq9mk","","0.009516039161523908","657","368","","adam","","","","","","","","","","",""
"polar-sweep-2","crashed","-","acuadrosrivas","","2023-10-17T20:58:47.000Z","0","pjtxq9mk","","0.002243071873946611","782","464","","adam","","","","","","","","","","",""
"eager-sweep-1","crashed","-","acuadrosrivas","","2023-10-17T20:58:42.000Z","0","pjtxq9mk","","0.002089392131360605","807","486","","adam","","","","","","","","","","",""
"trim-terrain-3","finished","-","acuadrosrivas","","2023-10-17T20:45:08.000Z","147","","[3,32,32]","0.001","","","10","","5","7035","0.7343999743461609","0.7889005541801453","0.7820666432380676","0.6875","0.6177248954772949","0.7763985395431519","7035","0.7287999987602234","0.7978157997131348"
"playful-elevator-2","finished","-","acuadrosrivas","","2023-10-16T23:41:45.000Z","447","","[3,32,32]","0.001","","","10","","2","2814","0.6377999782562256","1.0233253240585327","0.6085777878761292","0.71875","1.0898760557174685","0.9335340261459352","2843","0.629800021648407","1.012930989265442"
"smooth-pine-1","finished","-","acuadrosrivas","","2023-10-16T23:24:36.000Z","151","","[3,32,32]","0.001","","","10","","5","7035","0.7269999980926514","0.7999860644340515","0.7734000086784363","0.75","0.6475025415420532","0.6190649271011353","7035","0.728600025177002","0.7818562388420105"
